virtual_analog_id,parent_smiles,chembl_id_metabolite,metabolite_smiles
1,CCC(C)C(N)C(=O)NC(C)B(O)O,CHEMBL1233584,CCC(C)C(N)C(=O)O
1,CCC(C)C(N)C(=O)NC(C)B(O)O,CHEMBL184572,CCC(C)C(N)C(=O)N1N=CCC1C#N
1,CCC(C)C(N)C(=O)NC(C)B(O)O,CHEMBL238014,CCC(C)C(N)C(=O)N1CCC2CC21
1,CCC(C)C(N)C(=O)NC(C)B(O)O,CHEMBL315163,CCC(C)C(N)C(=O)N1CSCCC1C#N
1,CCC(C)C(N)C(=O)NC(C)B(O)O,CHEMBL327187,CCC(C)C(N)C(=O)N1CCSC1C#N
1,CCC(C)C(N)C(=O)NC(C)B(O)O,CHEMBL328123,CCC(C)C(N)C(=O)N1COCC1C#N
1,CCC(C)C(N)C(=O)NC(C)B(O)O,CHEMBL329641,CCC(C)C(N)C(=O)N1CCCC1C#N
1,CCC(C)C(N)C(=O)NC(C)B(O)O,CHEMBL92706,CCC(C)C(N)C(=O)N1CCCC1(C)C#N
1,CCC(C)C(N)C(=O)NC(C)B(O)O,CHEMBL93208,CCC(C)C(N)C(=O)N1CSCC1C#N
1,CCC(C)C(N)C(=O)NC(C)B(O)O,CHEMBL93526,CCC(C)C(N)C(=O)N1CCCCC1C#N
1,CCC(C)C(N)C(=O)NC(C)B(O)O,CHEMBL98408,CCC(C)C(N)C(=O)N1CCSC1
2,CC(NC(=O)C(C)CCC(=O)O)B(O)O,CHEMBL78780,CC(CCC(=O)O)C(=O)N1CCCC1C(=O)O
3,CC(NC(=O)C(CCC(=O)O)C(=O)NO)B(O)O,CHEMBL432726,O=C(O)CCC(C(=O)O)C(=O)NO
4,CC(NC(=O)C(CCC(=O)O)C(=O)O)B(O)O,CHEMBL432726,O=C(O)CCC(C(=O)O)C(=O)NO
5,CC(NC(=O)C(CCC(=O)O)CC(=O)O)B(O)O,CHEMBL65860,O=C(O)CCC(CC(=O)O)C(=O)O
6,CC(NC(=O)C(O)CCC(=O)O)B(O)O,CHEMBL1615211,O=C(O)CCC(O)C(=O)O
6,CC(NC(=O)C(O)CCC(=O)O)B(O)O,CHEMBL447366,CC(NC(=O)C(N)CCC(=O)O)B(O)O
7,CCCC(N)C(=O)NC(C)B(O)O,CHEMBL1916081,CCCC(N)C(=O)O
8,CCCCC(N)C(=O)NC(C)B(O)O,CHEMBL190327,CCCCC(N)C(=O)NC(=O)C(C)N
8,CCCCC(N)C(=O)NC(C)B(O)O,CHEMBL194852,CCCCC(N)C(=O)N1CCCC1B(O)O
8,CCCCC(N)C(=O)NC(C)B(O)O,CHEMBL236310,CCCCC(N)C(=O)N1CCC2CC21
8,CCCCC(N)C(=O)NC(C)B(O)O,CHEMBL372841,CCCCCNC(=O)C(N)CCCC
9,CC(NC(=O)C(N)CCCCN)B(O)O,CHEMBL188696,NCCCCC(N)C(=O)NC(C=O)CC(=O)O
9,CC(NC(=O)C(N)CCCCN)B(O)O,CHEMBL191212,CC(NC(=O)C(N)CCCCN)C(N)=O
9,CC(NC(=O)C(N)CCCCN)B(O)O,CHEMBL194517,CCCCC(NC(=O)C(N)CCCCN)B(O)O
9,CC(NC(=O)C(N)CCCCN)B(O)O,CHEMBL208094,CC(C)C(NC(=O)C(N)CCCCN)C(=O)O
9,CC(NC(=O)C(N)CCCCN)B(O)O,CHEMBL209032,NCCCCC(N)C(=O)N1CCCC1C(=O)O
9,CC(NC(=O)C(N)CCCCN)B(O)O,CHEMBL8085,NCCCCC(N)C(=O)O
9,CC(NC(=O)C(N)CCCCN)B(O)O,CHEMBL91561,NCCCCC(N)C(=O)NCC(=O)O
9,CC(NC(=O)C(N)CCCCN)B(O)O,CHEMBL93178,CC(NC(=O)C(N)CCCCN)C(=O)O
10,CC(NC(=O)C(CCCS)CCC(=O)O)B(O)O,CHEMBL303352,O=C(O)CCC(CCCS)C(=O)O
11,CC(NC(=O)C(N)CCN)B(O)O,CHEMBL194496,CCCCCNC(=O)C(N)CCN
12,CC(NC(=O)C(N)CCS)B(O)O,CHEMBL469662,NC(CCS)C(=O)O
13,CC(NC(=O)CNC(=O)C(N)CCC(=O)O)B(O)O,CHEMBL421361,NC(CCC(=O)O)C(=O)NCC(=O)O
14,CC(NOC(=O)C(N)C(C)C)B(O)O,CHEMBL1232398,CC(C)C(N)C(=O)O
14,CC(NOC(=O)C(N)C(C)C)B(O)O,CHEMBL238013,CC(C)C(N)C(=O)N1CCC2CC21
14,CC(NOC(=O)C(N)C(C)C)B(O)O,CHEMBL365322,CC(NC(=O)C(N)C(C)C)B(O)O
15,CC(C)CC(NC(=O)C(C)C[Si](O)(O)C(CC1=CC=CC=C1)NC(=O)C1=CC=CC=C1)B(O)O,CHEMBL2097001,CC(C[Si](O)(O)C(CC1=CC=CC=C1)NC(=O)C1=CC=CC=C1)C(=O)N1CCCC1C(=O)O
16,CC(C)CC(NC(=O)C(C)N)B(O)O,CHEMBL2385818,CC(C)CC(NC(=O)C(C)N1C=CC2=NC=CC=C2C1=O)B(O)O
17,CC(C)CC(NC(=O)C(C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C1=CC=CC=C1)B(O)O,CHEMBL214174,CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C1=CC=CC=C1)C(=O)O
18,CC(C)CC(NC(=O)C(C)OC1=CC(=O)OC2=C1C=CC=C2)B(O)O,CHEMBL2158356,CC1=C(Cl)C=CC=C1NC(=O)C(C)OC1=CC(=O)OC2=CC=CC=C12
18,CC(C)CC(NC(=O)C(C)OC1=CC(=O)OC2=C1C=CC=C2)B(O)O,CHEMBL2158357,CC(OC1=CC(=O)OC2=CC=CC=C12)C(=O)NCC1=CC=CC=C1
18,CC(C)CC(NC(=O)C(C)OC1=CC(=O)OC2=C1C=CC=C2)B(O)O,CHEMBL2158358,CC(OC1=CC(=O)OC2=CC=CC=C12)C(=O)NC1=CC=C(F)C=C1F
18,CC(C)CC(NC(=O)C(C)OC1=CC(=O)OC2=C1C=CC=C2)B(O)O,CHEMBL2158359,COC1=CC=C(NC(=O)C(C)OC2=CC(=O)OC3=CC=CC=C23)C=C1
18,CC(C)CC(NC(=O)C(C)OC1=CC(=O)OC2=C1C=CC=C2)B(O)O,CHEMBL2158360,CC(OC1=CC(=O)OC2=CC=CC=C12)C(=O)NC1=CC=C(C(F)(F)F)C=C1C#N
18,CC(C)CC(NC(=O)C(C)OC1=CC(=O)OC2=C1C=CC=C2)B(O)O,CHEMBL2158362,CC(OC1=CC(=O)OC2=CC=CC=C12)C(=O)N1CCOCC1
18,CC(C)CC(NC(=O)C(C)OC1=CC(=O)OC2=C1C=CC=C2)B(O)O,CHEMBL2158363,COC(=O)C(CC(C)C)NC(=O)C(C)OC1=CC(=O)OC2=CC=CC=C12
18,CC(C)CC(NC(=O)C(C)OC1=CC(=O)OC2=C1C=CC=C2)B(O)O,CHEMBL2158364,CC(OC1=CC(=O)OC2=CC=CC=C12)C(=O)NC1=CC=CC2=C1C=CNC2=O
18,CC(C)CC(NC(=O)C(C)OC1=CC(=O)OC2=C1C=CC=C2)B(O)O,CHEMBL2158365,CC(OC1=CC(=O)OC2=CC=CC=C12)C(=O)NC1=CC=NC=C1
18,CC(C)CC(NC(=O)C(C)OC1=CC(=O)OC2=C1C=CC=C2)B(O)O,CHEMBL2158366,CC(OC1=CC(=O)OC2=CC=CC=C12)C(=O)NC12CC3CC(C)(CC(C)(C3)C1)C2
18,CC(C)CC(NC(=O)C(C)OC1=CC(=O)OC2=C1C=CC=C2)B(O)O,CHEMBL2385818,CC(C)CC(NC(=O)C(C)N1C=CC2=NC=CC=C2C1=O)B(O)O
19,CC(C)CC(NC(=O)C(C)N1C=C(Br)C2=C(C=CC=N2)C1=O)B(O)O,CHEMBL2385818,CC(C)CC(NC(=O)C(C)N1C=CC2=NC=CC=C2C1=O)B(O)O
20,CCN(CC)C1=CC(=O)N(C(C)C(=O)NC(CC(C)C)B(O)O)C=C1,CHEMBL2385818,CC(C)CC(NC(=O)C(C)N1C=CC2=NC=CC=C2C1=O)B(O)O
21,CC(C)CC(NC(=O)C(C)N1C=CC2=C(CCCN2C)C1=O)B(O)O,CHEMBL2385818,CC(C)CC(NC(=O)C(C)N1C=CC2=NC=CC=C2C1=O)B(O)O
22,CC(C)CC(NC(=O)C(C)N1C=CC2=CC=C(Br)C=C2C1=O)B(O)O,CHEMBL2385818,CC(C)CC(NC(=O)C(C)N1C=CC2=NC=CC=C2C1=O)B(O)O
23,CC(C)CC(NC(=O)C(C)N1C=CC2=CC=CC=C2C1=O)B(O)O,CHEMBL2385818,CC(C)CC(NC(=O)C(C)N1C=CC2=NC=CC=C2C1=O)B(O)O
24,CC(C)CC(NC(=O)C(C)N1C=CC=CC1=O)B(O)O,CHEMBL2385818,CC(C)CC(NC(=O)C(C)N1C=CC2=NC=CC=C2C1=O)B(O)O
25,CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(N)CO)B(O)O,CHEMBL2381657,CC(C)CC(NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(N)CO)C(=O)NC(C=O)CCC(N)=O
26,CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(=O)OCC1=CC=CC=C1)B(O)O,CHEMBL582947,CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CO)NC(=O)OCC1=CC=CC=C1)B(O)O
27,CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CO)NC(=O)O)B(O)O,CHEMBL582947,CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CO)NC(=O)OCC1=CC=CC=C1)B(O)O
28,CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(COCC1=CC=CC=C1)NC(=O)OCC1=CC=CC=C1)B(O)O,CHEMBL582947,CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CO)NC(=O)OCC1=CC=CC=C1)B(O)O
29,CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C1=CC=CC=C1)B(O)O,CHEMBL2180539,CC(C)CC(NC(=O)C1=CC=CC=C1)C(=O)N1CCC(C2=CC=C(Cl)C=C2)CC1
30,CCC(NC(=O)C1=CC=CC=C1)C(=O)NC(CC(C)C)B(O)O,CHEMBL2180527,CCC(NC(=O)C1=CC=CC=C1)C(=O)N1CCC(C2=CC=C(Cl)C=C2)CC1
31,CC(C)CC(NC(=O)C(CC1CCCCC1)NC(=O)C1=CC=CC=C1)B(O)O,CHEMBL200884,N#CCNC(=O)C(CC1CCCCC1)NC(=O)C1=CC=CC=C1
32,CC(C)CC(NC(=O)C(CCC(=O)O)NC(=O)C1=CC=CC(C2=CC=CC=C2)=N1)B(O)O,CHEMBL549308,COC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)C2=CC=CC(C3=CC=CC=C3)=N2)CC1
32,CC(C)CC(NC(=O)C(CCC(=O)O)NC(=O)C1=CC=CC(C2=CC=CC=C2)=N1)B(O)O,CHEMBL549724,CCCCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)C2=CC=CC(C3=CC=CC=C3)=N2)CC1
32,CC(C)CC(NC(=O)C(CCC(=O)O)NC(=O)C1=CC=CC(C2=CC=CC=C2)=N1)B(O)O,CHEMBL557062,CCC(=O)ON1CCN(C(=O)C(CCC(=O)O)NC(=O)C2=CC=CC(C3=CC=CC=C3)=N2)CC1
32,CC(C)CC(NC(=O)C(CCC(=O)O)NC(=O)C1=CC=CC(C2=CC=CC=C2)=N1)B(O)O,CHEMBL563041,CCCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)C2=CC=CC(C3=CC=CC=C3)=N2)CC1
32,CC(C)CC(NC(=O)C(CCC(=O)O)NC(=O)C1=CC=CC(C2=CC=CC=C2)=N1)B(O)O,CHEMBL596733,C#CCCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)C2=CC=CC(C3=CC=CC=C3)=N2)CC1
32,CC(C)CC(NC(=O)C(CCC(=O)O)NC(=O)C1=CC=CC(C2=CC=CC=C2)=N1)B(O)O,CHEMBL598816,CC(C)OC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)C2=CC=CC(C3=CC=CC=C3)=N2)CC1
32,CC(C)CC(NC(=O)C(CCC(=O)O)NC(=O)C1=CC=CC(C2=CC=CC=C2)=N1)B(O)O,CHEMBL599605,CCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)C2=CC=CC(C3=CC=CC=C3)=N2)CC1
32,CC(C)CC(NC(=O)C(CCC(=O)O)NC(=O)C1=CC=CC(C2=CC=CC=C2)=N1)B(O)O,CHEMBL605968,COCCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)C2=CC=CC(C3=CC=CC=C3)=N2)CC1
33,CC(C)CC(NC(=O)C(CCC(=O)OC(C)(C)C)NC(=O)C1=CC=CC(C2=CC=CC=C2)=N1)B(O)O,CHEMBL596769,CCCNC(=S)N1CCN(C(=O)C(CCC(=O)OC(C)(C)C)NC(=O)C2=CC=CC(C3=CC=CC=C3)=N2)CC1
33,CC(C)CC(NC(=O)C(CCC(=O)OC(C)(C)C)NC(=O)C1=CC=CC(C2=CC=CC=C2)=N1)B(O)O,CHEMBL597158,CCCC(=O)N1CCN(C(=O)C(CCC(=O)OC(C)(C)C)NC(=O)C2=CC=CC(C3=CC=CC=C3)=N2)CC1
33,CC(C)CC(NC(=O)C(CCC(=O)OC(C)(C)C)NC(=O)C1=CC=CC(C2=CC=CC=C2)=N1)B(O)O,CHEMBL598821,CCCNC(=O)N1CCN(C(=O)C(CCC(=O)OC(C)(C)C)NC(=O)C2=CC=CC(C3=CC=CC=C3)=N2)CC1
33,CC(C)CC(NC(=O)C(CCC(=O)OC(C)(C)C)NC(=O)C1=CC=CC(C2=CC=CC=C2)=N1)B(O)O,CHEMBL599006,CCCCC(=O)N1CCN(C(=O)C(CCC(=O)OC(C)(C)C)NC(=O)C2=CC=CC(C3=CC=CC=C3)=N2)CC1
33,CC(C)CC(NC(=O)C(CCC(=O)OC(C)(C)C)NC(=O)C1=CC=CC(C2=CC=CC=C2)=N1)B(O)O,CHEMBL599020,CCCCNC(=O)N1CCN(C(=O)C(CCC(=O)OC(C)(C)C)NC(=O)C2=CC=CC(C3=CC=CC=C3)=N2)CC1
33,CC(C)CC(NC(=O)C(CCC(=O)OC(C)(C)C)NC(=O)C1=CC=CC(C2=CC=CC=C2)=N1)B(O)O,CHEMBL599843,CCNC(=S)N1CCN(C(=O)C(CCC(=O)OC(C)(C)C)NC(=O)C2=CC=CC(C3=CC=CC=C3)=N2)CC1
33,CC(C)CC(NC(=O)C(CCC(=O)OC(C)(C)C)NC(=O)C1=CC=CC(C2=CC=CC=C2)=N1)B(O)O,CHEMBL604497,CCCCNC(=S)N1CCN(C(=O)C(CCC(=O)OC(C)(C)C)NC(=O)C2=CC=CC(C3=CC=CC=C3)=N2)CC1
33,CC(C)CC(NC(=O)C(CCC(=O)OC(C)(C)C)NC(=O)C1=CC=CC(C2=CC=CC=C2)=N1)B(O)O,CHEMBL605847,CCNC(=O)N1CCN(C(=O)C(CCC(=O)OC(C)(C)C)NC(=O)C2=CC=CC(C3=CC=CC=C3)=N2)CC1
34,CCCC(NC(=O)C1=CC=CC=C1)C(=O)NC(CC(C)C)B(O)O,CHEMBL2180538,CCCC(NC(=O)C1=CC=CC=C1)C(=O)N1CCC(C2=CC=C(Cl)C=C2)CC1
35,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(C)NC(=O)CCCCCN)C(=O)NC(CC(C)C)B(O)O,CHEMBL2381662,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(C)NC(=O)CCCCCN)C(=O)NC(CC1=CC=CC=C1)B(O)O
35,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(C)NC(=O)CCCCCN)C(=O)NC(CC(C)C)B(O)O,CHEMBL2381663,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(C)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O
36,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CN)NC(=O)CCCCCN)C(=O)NC(CC(C)C)B(O)O,CHEMBL2381665,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)CCCCCN)C(=O)NC(CC(C)C)B(O)O
37,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)CCCCCO)C(=O)NC(CC(C)C)B(O)O,CHEMBL2381665,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)CCCCCN)C(=O)NC(CC(C)C)B(O)O
38,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CC1=CC=CC=C1)NC(=O)CCCCCN)C(=O)NC(CC(C)C)B(O)O,CHEMBL2381661,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CC1=CC=CC=C1)NC(=O)CCCCCN)C(=O)NC(CC1=CC=CC=C1)B(O)O
38,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CC1=CC=CC=C1)NC(=O)CCCCCN)C(=O)NC(CC(C)C)B(O)O,CHEMBL2381669,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(CC1=CC=CC=C1)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O
39,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)CCCCCN)C(=O)NC(CC(C)C)B(O)O,CHEMBL2381664,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)CCCCCN)C(=O)NC(CCCBr)B(O)O
39,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)CCCCCN)C(=O)NC(CC(C)C)B(O)O,CHEMBL2381666,CCCCC(NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)CCCCCN)C(=O)NC(CC1=CC=CC=C1)B(O)O
40,CCCCC(NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CO)NC(=O)OCC1=CC=CC=C1)C(=O)NC(CC(C)C)B(O)O,CHEMBL2381667,CCCCC(NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CO)NC(=O)OCC1=CC=CC=C1)C(=O)NC(CC1=CC=CC=C1)B(O)O
40,CCCCC(NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CO)NC(=O)OCC1=CC=CC=C1)C(=O)NC(CC(C)C)B(O)O,CHEMBL2381668,CCCCC(NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CO)NC(=O)OCC1=CC=CC=C1)C(=O)NC(CCCBr)B(O)O
41,CC(C)CC(NC(=O)C(CCCCCS)NC(=O)C1=CC=CC=C1)B(O)O,CHEMBL235702,O=C(NC(CCCCCS)C(=O)NC1CCCC1)C1=CC=CC=C1
42,CC(C)CC(NC(=O)C(CCCNC(=N)N)NC(=O)C1=CC=CC=C1)B(O)O,CHEMBL2204019,N=C(N)NCCCC(NC(=O)C1=CC=CC=C1)C(=O)NC(CC1=CC=CC=C1)C(N)=O
43,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(=O)NO)B(O)O,CHEMBL325041,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O
43,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(=O)NO)B(O)O,CHEMBL355756,CN(C)C(=O)C(CC1=CC=CC=C1)NC(=O)C(=O)NO
43,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(=O)NO)B(O)O,CHEMBL369184,CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(=O)NO)C1=CC=CC=C1
43,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(=O)NO)B(O)O,CHEMBL483062,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C1=CC=CC=C1)B(O)O
44,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(N)C(C)C)B(O)O,CHEMBL325041,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O
44,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(N)C(C)C)B(O)O,CHEMBL483062,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C1=CC=CC=C1)B(O)O
44,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(N)C(C)C)B(O)O,CHEMBL8486,CC(C)C(N)C(=O)NC(CC1=CC=CC=C1)C(=O)O
45,CCC(C)C(N)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(C)C)B(O)O,CHEMBL2370334,CCC(C)C(N)C(=O)NC(CC1=CC=CC=C1)C(=O)NC1CSCCC1=O
45,CCC(C)C(N)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(C)C)B(O)O,CHEMBL325041,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O
45,CCC(C)C(N)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(C)C)B(O)O,CHEMBL483062,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C1=CC=CC=C1)B(O)O
46,CCC(C)C(S)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(C)C)B(O)O,CHEMBL325041,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O
46,CCC(C)C(S)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(C)C)B(O)O,CHEMBL400526,CCC(C)C(S)C(=O)NC(CC1=CC=CC=C1)C(=O)O
46,CCC(C)C(S)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CC(C)C)B(O)O,CHEMBL483062,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C1=CC=CC=C1)B(O)O
47,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(C)N)B(O)O,CHEMBL187898,CC(N)C(=O)NC(CC1=CC=CC=C1)C(=O)N1CCCC1C(=O)O
47,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(C)N)B(O)O,CHEMBL191472,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(C)N)C(=O)O
47,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(C)N)B(O)O,CHEMBL2207132,CC(N)C(=O)NC(CC1=CC=CC=C1)C(=O)OCC(=O)O
47,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(C)N)B(O)O,CHEMBL2371837,CC(N)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C)C(=O)O
47,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(C)N)B(O)O,CHEMBL325041,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O
47,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(C)N)B(O)O,CHEMBL483062,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C1=CC=CC=C1)B(O)O
47,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(C)N)B(O)O,CHEMBL57338,CC(N)C(=O)NC(CC1=CC=CC=C1)C(=O)O
48,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)NO)CC(C)C)B(O)O,CHEMBL11306,CNC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)NO)CC(C)C
48,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)NO)CC(C)C)B(O)O,CHEMBL123571,CC(C)CC(CC(=O)NO)C(=O)NC(CC1=CC=CC=C1)C(=O)NCC=O
48,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)NO)CC(C)C)B(O)O,CHEMBL124623,CC(C)CC(C=O)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)NO)CC(C)C
48,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)NO)CC(C)C)B(O)O,CHEMBL126122,CC(C)CC(CC(=O)NO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C)C=O
48,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)NO)CC(C)C)B(O)O,CHEMBL325041,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C1=CN=CC=N1)B(O)O
48,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)NO)CC(C)C)B(O)O,CHEMBL338231,CCOC(OCC)C(C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)NO)CC(C)C
48,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)NO)CC(C)C)B(O)O,CHEMBL483062,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C1=CC=CC=C1)B(O)O
